0,1,2,3,4,5,6
11.670000076293945,0.1259838022698699,0.3988750810382747,0.0,0.0,42.0,0.09523809523809523
9.744400024414062,0.16144333429404506,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.15794831047148716,0.24780083664325106,0.0,0.0,31.0,0.0967741935483871
9.744400024414062,0.18295742950077012,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.1793929618781083,0.08962720342043068,0.0,0.0,12.0,0.08333333333333333
9.744400024414062,0.21487555424561128,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.20090705708483336,0.3361704081046481,0.0,0.0,40.0,0.075
9.744400024414062,0.22178463244947855,0.05669112005153624,0.0,0.0,8.0,0.125
9.744400024414062,0.24679367899045243,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.24329865516789453,0.1225141509240415,0.0,0.0,15.0,0.5333333333333333
9.744400024414062,0.2683077741971775,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.26474330657451567,0.24891613872111346,0.0,0.0,31.0,0.03225806451612903
9.744400024414062,0.28633837122248923,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.28633837122248923,0.32525824538799897,0.0,0.0,42.0,0.09523809523809523
9.744400024414062,0.31477308839630347,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.30080457311344827,0.33605228712578783,0.0,0.0,42.0,0.023809523809523808
9.744400024414062,0.32168216660017074,0.19634714847853205,0.0,0.0,27.0,0.1111111111111111
9.744400024414062,0.3676498304353474,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.34320778744804037,0.3360491584329044,0.0,0.0,44.0,0.022727272727272728
9.744400024414062,0.36408536281268555,0.3362176462381828,0.0,0.0,45.0,0.0
9.744400024414062,0.3850323094891256,0.15134772292706145,0.0,0.0,22.0,0.13636363636363635
9.744400024414062,0.43091893139474463,0.020340414608226103,0.0,0.0,3.0,0.0
9.744400024414062,0.40647696089574675,0.3361474814535189,0.0,0.0,46.0,0.021739130434782608
9.744400024414062,0.42742390757218673,0.215773869362198,0.0,0.0,32.0,0.03125
9.744400024414062,0.448301482936832,0.24418973522025997,0.0,0.0,35.0,0.02857142857142857
9.744400024414062,0.49426907428369954,0.030730072790835086,0.0,0.0,4.0,0.0
9.744400024414062,0.4698271037847016,0.04847962195131959,0.0,0.0,7.0,0.14285714285714285
9.744400024414062,0.4698271037847016,0.027171338506105567,0.0,0.0,5.0,0.0
9.744400024414062,0.4698271037847016,0.06523016921612394,0.0,0.0,9.0,0.0
9.744400024414062,0.4698271037847016,0.033276726217830885,0.0,0.0,5.0,0.0
